name,type,latitude,longitude,province,city
Cerro Zapaleri,peak boundary_stone,-22.814085,-67.1804928,,
Cerro Nevado de Los Tambillos,peak,-28.9593686,-69.7550443,,
Grillos,peak,-27.1596805,-68.6338264,,
Co. Arrieros,peak,-27.150814,-68.6374313,,
Nevado Ojos del Salado,volcano,-27.1095372,-68.5414835,,
Cerro Colorado,peak,-28.3089572,-69.5146608,,
Cerro Rincón,peak,-24.0344,-67.3223085,,
Hito XV-11 A,boundary_stone,-27.1462916,-68.8168305,,
Hito XVI-5 A,boundary_stone,-25.4276695,-68.5864784,,
Nevado San Francisco,volcano,-26.9191726,-68.2632095,,
Cerro Puntiagudo y Lamas,peak,-27.1526342,-68.8069707,,
Volcán Fraile,volcano,-27.0485909,-68.3794588,,
Arrieros / Chullo Bayo,peak,-27.1364626,-68.6551124,,
Pedregoso,peak,-27.1037584,-68.6686737,,
Cerro Tridente,peak,-26.2871033,-68.5575358,,
Cerro Atalaya,peak,-25.2985069,-68.5457747,,
Cerro Solo,volcano,-27.104851,-68.7135202,,
Volcán Ata,volcano,-27.1788617,-68.5724949,,
Nevado Tres Cruces,volcano,-27.0988677,-68.7781902,,
Volcán Incahuasi,volcano,-27.03359,-68.2959916,,
Cumbre de la Línea,peak,-26.813873,-68.3479455,,
Sierra Nevada de Lagunas Bravas,peak,-26.4929356,-68.5873359,,
Cerro Vidal Gormaz,peak,-27.7952581,-69.0958197,,
Paso de la Laguna de la Overa III,saddle,-31.1444628,-70.4127503,,
Cerro Riscado,peak,-32.6575195,-70.1492771,,
Nevado Olivares,peak,-30.2985672,-69.9008855,,
Cerro Don Damasio,peak,-32.6447968,-70.1521329,,
Cerro Las Tórtolas,peak,-29.9393801,-69.9068522,,
Hito X-38,boundary_stone,-36.4094217,-70.889538,,
Cerro Beatriz,peak,-40.9039299,-71.8648247,,
Cerro Punta Arena,peak,-39.1649664,-71.4010081,,
Cerro Barrancas,peak,-36.1714645,-70.4471576,,
Paso Carirriñe,saddle,-39.7898093,-71.6817251,,
Cerro Nevado Cónico,peak,-37.3850766,-71.190986,,
Cerro Pirehueico,peak,-40.0498336,-71.682111,,
Cerro Cristales,peak,-36.1581498,-70.5724772,,
Cerro Punta Colorada,peak,-40.8803281,-71.8813862,,
Cerro Peñascoso,peak,-40.4098182,-71.6987137,,
Cerro Punta Negra,peak,-40.29886,-71.6808665,,
Cerro Bayo,peak,-38.5883883,-70.8316147,,
Cerro Mirador,peak,-40.6890681,-71.9205367,,
Hito X-41,boundary_stone,-36.4176787,-70.7081794,,
Cerro Pulul,peak,-38.1785648,-70.9951544,,
Cerro El Fin,peak,-37.5765827,-71.1272835,,
Cerro Tralihue,peak,-38.5093934,-70.8989543,,
Monte Aymond,volcano boundary_stone,-52.1516536,-69.4863161,,
Hito II-XI,boundary_stone,-52.1504426,-69.1901446,,
Hito II-XVIII,boundary_stone,-52.0007436,-69.9955041,,
Hito II-VI,boundary_stone,-52.2854896,-68.7096966,,
Hito II-III,boundary_stone,-52.329468,-68.5135517,,
Hito II-IV Monte Dinero,boundary_stone,-52.3251743,-68.5734718,,
Hito III-4 Diana Nº 2,boundary_stone,-51.91483,-71.9453386,,
Cerro Pietrobelli,peak,-50.5350692,-73.3574724,,
Cerro Torino Este,peak,-49.8616667,-73.5005556,,
Mojón B,boundary_stone,-46.5891698,-71.6619415,,
Hito VI-28 A,boundary_stone,-44.5498525,-71.098292,,
Hito VI-31,boundary_stone,-44.4653602,-71.1435513,,
Hito VI-23 Nacimiento Río Moro,boundary_stone,-44.7786099,-71.6048956,,
Cerro Acantilado Las Margaritas,peak,-45.6177096,-71.7726162,,
Paso Kozlowski,saddle,-44.9206767,-71.9485402,,
Hito VI-19 (36),boundary_stone,-45.1507014,-71.4591014,,
Cerro Ver,peak,-43.2044602,-71.732322,,
Cerro Aguja Sur,peak,-42.1622781,-71.8354368,,
Hito VII-2B BPL 2,boundary_stone,-43.8554014,-71.7082853,,
Cerro Mirador,peak,-41.5719951,-71.8500343,,
Cerro Verde,peak,-41.5518979,-71.8283446,,
Hito VII-4 F,boundary_stone,-43.5000364,-71.8723172,,
Cerro Guayaques,peak,-22.8982742,-67.5673859,,
Misión Fagnano,hostel,-54.5274159,-67.2301145,,
Palacio San José,museum,-32.4266368,-58.5238587,,Caseros
Puerto Valle,hotel,-27.6063257,-56.4348929,,
Cabañas San Miguel,hotel,-29.1848787,-67.4768834,,Chilecito
Termas de Reyes,hotel,-24.1710847,-65.4891749,,
El Páramo,ruins,-53.0692082,-68.2430584,,
Establecimiento Las Costas,hotel,-24.7719173,-65.4951507,,
Estancia L. Lorenzo,ruins,-49.0263539,-67.6010785,,
Esquina Diego A. Maradona,attraction,-34.6008201,-58.5182247,,
El Tren del Fin del Mundo,attraction,-54.8331906,-68.4237957,,
Museo Evita - Instituto Nacional Eva Perón De Investigaciones Históricas,museum,-34.5807452,-58.4147393,,Ciudad Autónoma de Buenos Aires
Museo Nacional Ferroviario,museum,-34.5898239,-58.3787619,,
República de Italia,memorial,-34.9107165,-57.9552532,,
El Faro de la Cultura - Monumento al Ingeniero,monument,-34.8973753,-57.9740016,,
Cerro Mercedario,peak,-31.9792688,-70.1130909,,
Monte Pissis,volcano,-27.7551789,-68.7992115,,
Cerro Bonete Chico,peak,-28.0188231,-68.7562866,,
Camping Municipal Piramides,camp_site,-42.5735943,-64.2793643,,
Portal del Sol,hotel,-31.4251727,-64.4939458,,
Oficina de Turismo,information,-28.5221741,-59.041606,,
Paso Pircas Negras,peak,-28.0123568,-69.2919177,,
Hombre Urbano,artwork,-31.4227794,-64.1726774,,
Monumento a Manuel Belgrano,monument,-31.4310608,-64.1688986,,
Monumento a Eva Perón,monument,-31.4319836,-64.169817,,
Basílica de Santo Domingo,attraction,-31.4152184,-64.1871977,,
Dorá,hotel,-38.0031508,-57.5429812,,
Astor,hotel,-38.0008788,-57.5426106,,
Mirante Foz do Iguaçu,viewpoint,-25.6870818,-54.4396479,,
Lobos Marinos,attraction,-38.0496339,-57.5333991,,
Torre Tanque,viewpoint,-25.6834068,-54.4461231,,
Mirador Salto Eva,viewpoint,-25.6860093,-54.446133,,
Salto Mbiguá,viewpoint,-25.6874518,-54.4453869,,
Mirador Dos Hermanas,viewpoint,-25.6836552,-54.4454639,,
Mirador Salto Chico,viewpoint,-25.6848549,-54.4454974,,
Nicolás Donato,memorial,-34.5318849,-58.731621,,
Hi! Patagonia,hostel,-42.7741392,-65.0280075,,
Salto Tabay,attraction,-26.9993903,-55.1778105,,Jardín América
Gruta India,cave_entrance,-26.7586574,-54.9234052,,
Salto Encantado,attraction,-27.0584774,-54.8280556,,Santo Encantado
Salto Capioví,attraction,-26.9246673,-55.0619434,,
Salto Tres de Mayo,attraction,-26.7591005,-54.923485,,Paraje Tres de Mayo
Punta del Canario,cape,-33.038178,-60.5576384,,
Punta Armado,cape,-32.8107359,-60.6901342,,
Monumento del Cristo Redentor,attraction  monument,-32.8252847,-70.0707525,,
Cerro Caracoles,peak,-32.8002976,-70.1080069,,
Cerro El Horno,peak,-35.0059157,-70.3643899,,
Morro del Atravieso,peak,-34.4492996,-70.0551612,,
Cerro Manchado,peak,-33.9628912,-69.8532465,,
Punta Portillo,peak,-33.9141721,-69.8757184,,
Cerro Punta Cuba,peak,-33.8609521,-69.8733073,,
Cerro Villagra,peak,-35.2027436,-70.4704714,,
Hito XI-25,boundary_stone,-35.2036798,-70.4820108,,
Volcán Peteroa,volcano,-35.2576188,-70.5797707,,
Refugio San Martín / Refugio Jakob,alpine_hut,-41.1867539,-71.5610164,,
Terraza Panorámica,viewpoint,-41.1446124,-71.3758014,,
Cerro Otto,peak,-41.1446179,-71.3759542,,
Pirámide del Pronunciamiento,monument,-32.4846568,-58.2321207,,
Pico Colina Sur,peak,-33.8980658,-69.8630364,,
Mirador Lago Mascardi,viewpoint,-41.3097031,-71.5908092,,
Pampa Linda,guest_house,-41.2307642,-71.7740556,,
Hotel Magal,hotel,-35.4881931,-62.9820673,,América
Txoko Maite,hotel,-35.4905508,-62.9793986,,América
Jardín Biológico,zoo,-35.508333,-62.9703514,,
Hostel Buena Vista,hostel,-31.7206552,-60.532279,,
El Pilar,hotel,-49.2359351,-72.9329027,,
Diente de Caballo,peak,-41.1799738,-71.4759032,,
Cerro Catedral Norte,peak,-41.1795674,-71.4908203,,
Punta Nevada,peak,-41.1628558,-71.4828983,,
Punta Princesa,peak,-41.1770555,-71.48404,,
El Ateneo Grand Splendid,attraction,-34.5959828,-58.3942623,,Ciudad Autónoma de Buenos Aires
Cerro Campanario,peak,-41.0757505,-71.4764209,,
Piedra del Cóndor,peak,-41.1572847,-71.4689064,,
Hito Ex Baliza Dungeness,boundary_stone,-52.394793,-68.4306299,,
Hito II-I Punta Dungeness,boundary_stone,-52.3864077,-68.4184119,,
Hito III-1 Diana Nº 4,boundary_stone,-51.9999464,-71.9226076,,
Campamento Río Frias Superior,camp_site,-41.1432109,-71.8037766,,
Campamento Río Alerce,camp_site,-41.1770138,-71.7903897,,
Cerro Bella Vista,peak,-41.1321835,-71.495714,,
Juan Pablo,peak,-41.1332178,-71.5211736,,
Cerro Negro,peak,-41.1397792,-71.5843814,,
Piedra del Fraile,camp_site,-49.2274353,-73.0136474,,
Mujer Urbana,artwork,-31.358142,-64.2398764,,
Iguazú Falls,attraction,-25.693905,-54.4365376,,
Volcán Llullaillaco,volcano,-24.7199556,-68.5368079,,
Cerro La Ramada,peak,-32.0830869,-70.0180854,,
Volcán Socompa,volcano,-24.396151,-68.2455227,,
Quemado,peak,-24.7594753,-66.4151888,,
Paso Icalma,saddle,-38.833619,-71.2680275,,
Hito I-XXIV,boundary_stone,-54.8086033,-68.595452,,
Cerro El Peñón,peak,-37.7574809,-71.1559981,,
Cerro Corrralito,peak,-37.9649152,-71.090287,,
Sierra Dorotea,peak,-51.5921498,-72.2900235,,
km 44,chalet,-31.1789281,-64.4791593,,
Piedra de Habsburgo,viewpoint,-41.1575286,-71.3884666,,
Oficina de Turismo,information,-43.0786993,-71.463722,,
Parque Nacional Los Alerces,information,-42.970918,-71.5808625,,
Pinturas Rupestre,archaeological_site,-42.8900215,-71.6053216,,
Sitio Divisadero,viewpoint,-42.8894548,-71.6052521,,
Monumento Héroes de Malvinas,memorial,-43.5356021,-71.4707922,,
Oficina de Turismo,information,-44.1880401,-71.3448256,,
Hito XVI-21,boundary_stone,-23.6945116,-67.212916,,
Cerro Archibarca,peak,-25.237685,-67.864494,,
Camping Los Sauces,camp_site,-28.1531409,-65.7934858,,
Hostería Cuesta El Portezuelo,hotel,-28.4893626,-65.6062901,,Cerro Ancasti
Hotel Colonial,hotel,-28.4678343,-65.7752828,,San Fernando del Valle de Catamarca
Hotel Shincal,hotel,-28.4748519,-65.7735503,,
Residencial Menem,motel,-28.4760719,-65.7754451,,
Hotel Casino Catamarca,hotel,-28.467623,-65.7850008,,San Fernando del Valle de Catamarca
Los Lapachos,hotel,-28.0545949,-56.0217395,,Gobernador Ingeniero Valentín Virasoro
Hotel Ardais,hotel,-28.048434,-56.0133346,,
Hotel Casino,hotel,-28.0519427,-56.0139029,,Gobernador Virasoro
A.C.A.,hotel,-28.5432257,-56.0333186,,Santo Tomé
Cruz conmemorativa del vuelo 571 de la Fuerza Aérea Uruguaya,memorial,-34.7649932,-70.28639,,
Galería de la Veneración,attraction,-27.0611288,-65.3983132,,
Hotel Famaillá,hotel,-27.0539653,-65.402748,,Famaillá
Información Turística,information,-28.1934687,-65.7709491,,
Radio Famaillá - LRK799,attraction,-27.0517281,-65.4012242,,
Garganta del Diablo,attraction,-25.6955939,-54.4363361,,
Alvear Palace Hotel,hotel,-34.5877471,-58.3887383,,Ciudad Autónoma de Buenos Aires
Centro de Atención al Turista: Casco Histórico,information,-34.6073979,-58.3750711,,Ciudad Autónoma de Buenos Aires
Centro de Informes – Oberá,information,-27.4854642,-55.1189979,,Oberá
Fuerte Independencia,monument,-37.3404661,-59.137942,,
Información Turística,information,-37.3423327,-59.1318942,,
Hotel Dior,hotel,-37.3278678,-59.135725,,
Hotel Benidorm,hotel,-32.9504104,-60.6383151,Santa Fe,Rosario
Hotel Plaza,hotel,-32.9494301,-60.6382994,Santa Fe,Rosario
Centro de Visitantes,information,-27.8916688,-55.345202,,
Ruinas Jesuíticas de Santa María la Mayor,attraction  archaeological_site,-27.8877085,-55.3448707,,
Cerro Monje,peak,-27.8245856,-55.0980738,,
Mirador Cacique Nicolás Ñeenguirú,viewpoint,-27.7666648,-55.0636957,,
El Rancho Grande,hostel,-27.5699996,-55.1596712,,Paraje Samambaya
Paseo Aventura,information,-27.5696953,-55.1616314,,
Salto Krysiuk,attraction,-27.5694413,-55.1615384,,Guaraní
Salto Berrondo,attraction,-27.4799373,-55.1963773,,Oberá
El Colono,camp_site,-27.6809367,-54.9986069,,
Salto Paca,attraction,-27.6870224,-55.0063777,,Mariano Necochea
Camping Municipal,camp_site,-27.7287728,-54.9118682,,Panambí
Mirador Barra machado,viewpoint,-27.5263093,-54.8011434,,
Hostel Sol,hostel,-34.6217029,-58.3817253,,
Cerro Amarillo,peak,-34.0987613,-69.8523426,,
Cerro Marmolejo,volcano,-33.7348162,-69.8780154,,
Cerro Pastén,peak,-33.6459195,-69.8789521,,
Cerro Quilpué,peak,-33.6184369,-69.8807937,,
Mirador de Piuquenes,peak,-33.6080427,-69.8754444,,
Cerro Pirámide,peak,-33.5431247,-69.8719974,,
Volcán Maipo,volcano,-34.164207,-69.8344052,,
Cerro Marmolejo Norte,peak,-33.7168588,-69.8642789,,
Hotel Bauen,hotel,-34.6051237,-58.3924631,,Ciudad Autónoma de Buenos Aires
Volcán Domuyo,volcano,-36.6365987,-70.4312667,,
Monumento Guardacostas,monument,-34.6114201,-58.358979,,
Milhouse,hostel,-34.6094666,-58.3800981,,Ciudad Autónoma de Buenos Aires
Sudamerika,hostel,-34.6094475,-58.379943,,Ciudad Autónoma de Buenos Aires
Centro de Informes - Puerto Iguazú,information,-25.5984763,-54.576164,,Puerto Iguazú
Cerro Borbarán,peak,-34.1070975,-69.5545633,,
Lagunitas,peak,-34.2295282,-69.5755059,,
Cerro de la Laguna,peak,-34.1108329,-69.6273193,,
Cerro Yeguas Muertas,peak,-33.5265143,-69.9626238,,
Cerro Trono,peak,-33.5072113,-69.8647339,,
Cerro Bello,peak,-33.5198857,-69.9330023,,
Cerro Cuerno Blanco,peak,-33.5139517,-69.9512352,,
Cerro Orientación,peak,-33.287578,-69.8007444,,
Nevado Sin Nombre,volcano,-33.4242432,-69.7966595,,
Punta Meier,peak,-33.4160764,-69.7982795,,
Salto Dos Hermanos,attraction,-27.3726066,-55.1838034,,Colonia Alberdi
Salto Tobogán,attraction,-27.372987,-55.1855834,,Colonia Alberdi
Azul Apart,hotel,-27.4779988,-55.1014262,,
Salto Dos Hermanas,attraction,-25.6840593,-54.4457652,,
Salto Álvar Núñez,attraction,-25.6837839,-54.4427837,,
Salto Dos Hermanas,attraction,-25.683846,-54.4457849,,
Salto Bernabé Méndez,attraction,-25.6869777,-54.4457515,,
Mirador Salto Bossetti,viewpoint,-25.6855491,-54.4459291,,
Cerro Parva del Inca,peak,-32.7614922,-70.1682468,,
Cerro Seler,peak,-34.7684579,-70.3093672,,
Puntilla II del Azufre,peak,-34.7872078,-70.3254903,,
Mirador,viewpoint,-25.1793161,-65.8164294,,
Hito XVI-31,boundary_stone,-23.0004359,-66.9905186,,
Hito X-48 Paso Laguna Negra,boundary_stone,-36.1098541,-70.4149859,,
Volcán Campanario,volcano,-35.923641,-70.367008,,
Cerro Las Águilas,peak,-36.9778467,-71.2223911,,
Cerro Matancilla,peak,-36.4364122,-70.8867294,,
Hito X-39,boundary_stone,-36.415175,-70.8535968,,
Risquería,peak,-37.5479883,-71.3322545,,
Hosteria Pirquitas,guest_house,-28.2789964,-65.7324575,,Villa Las Pirquitas
Hito XVI-4 A,boundary_stone,-25.5793551,-68.5293232,,
Cerro Agua de La Falda,peak,-25.5744391,-68.514951,,
Loma La Falda,peak,-25.5437894,-68.5373014,,
Cerro Entre Aguas,peak,-26.3421149,-68.6362453,,
Cerro El Manchado,peak,-26.3685717,-68.6110111,,
Cerro Pajonales,peak,-26.2231386,-68.6194225,,
Nevado León Muerto,peak,-26.0995699,-68.5323902,,
Cerro Aguas Blancas,peak,-25.7080995,-68.4789169,,
Cerro Gemelos o Dos Puntas,peak,-26.0317211,-68.4930582,,
Cerros Colorados,volcano,-26.1782199,-68.3810751,,
Cerro Bayo,peak,-25.414405,-68.5899532,,
Cerro Icalma,peak,-38.8138916,-71.2584919,,
Cerro Coipocahue,peak,-38.8274937,-71.2280836,,
Cerro Jaure o Vantril,peak,-38.3332658,-71.028306,,
Cerro Pino Solo,peak,-38.5174777,-70.8640748,,
Cerro Tralihué,peak,-38.5026726,-70.9105736,,
Cerro Codihue,peak,-38.4227976,-70.981282,,
Cerro Rahue,peak,-38.2499069,-71.0323075,,
Cerro Redondo,peak,-38.0738641,-71.0140693,,
Hito IX-35,boundary_stone,-38.1125768,-71.0130654,,
Hito IX-32 A,boundary_stone,-38.2616937,-71.0090885,,
Cerro Butahuau,peak,-38.2975529,-70.997504,,
Cerro Mesa,peak,-39.3168325,-71.314069,,
Cerro Cuernos del Chihuilhue Norte,peak,-40.1026784,-71.8091077,,
Cerro Huanquihue,volcano,-39.8862199,-71.5806049,,
Cerro Huecuifa,peak,-39.7766613,-71.6139078,,
Cerro Paimún,peak,-39.6779988,-71.6736379,,
Hito IX-3 A,boundary_stone,-39.678969,-71.686188,,
Cerro Queñi,peak,-40.2324369,-71.8162023,,
Cerro Punta Negra,peak,-40.2813834,-71.7008269,,
Cerro Camello,peak,-40.3031528,-71.7535085,,
Cerro Vichadero,peak,-41.0918286,-71.8489546,,
Cerro Esperanza,peak,-41.0335455,-71.8581636,,
Cerro Espinoza,peak,-40.9339327,-71.8668503,,
Molino Forclaz,museum,-32.2171967,-58.1866516,,
Segundo Balcón,viewpoint,-50.4692593,-73.033067,,
Primer Balcón,viewpoint,-50.4688008,-73.0321602,,
Cerro Mora,peak,-35.5216217,-70.3678984,,
Hito XI-13 A,boundary_stone,-35.5163298,-70.3888223,,
Volcán Azufre,volcano,-35.2727093,-70.5820129,,
La Cabaña Hostería,guest_house,-25.5967734,-54.583667,,Puerto Iguazú
Santa María de Iguazú,chalet,-25.617361,-54.5404076,,
Orquídeas Palace,hotel,-25.624544,-54.5505664,,Puerto Iguazú
Complejo Turistico Americano,hotel,-25.62413,-54.54911,,Puerto Iguazú
Holy Beer Hotel,hotel,-25.62267,-54.55012,,Puerto Iguazú
Hotel Bagu Cabañas del Leñador,chalet,-25.6194346,-54.5579243,,
Minas Wanda,attraction,-25.9572998,-54.5987183,,
Cerro Pirámide,peak,-40.5518872,-71.8888354,,
Cerro Laguna,peak,-40.5548333,-71.8583676,,
Cerro Cuerno,peak,-40.5149102,-71.8088013,,
Cerro Cacho,peak,-40.4965434,-71.8447513,,
Hito VII-4 A,boundary_stone,-43.5387046,-71.7766079,,
Hito VI-26 A,boundary_stone,-44.6063999,-71.1991393,,
Club de pesca Lobos,camp_site,-35.2770624,-59.1336779,,
Merlo,camp_site,-35.273124,-59.1272703,,
Apart de la Laguna,chalet,-35.2690371,-59.1272304,,
Cerro Plateado,peak,-30.1275498,-67.8163965,,
Carmen,hotel,-25.6220667,-54.5528128,,Puerto Iguazú
Exe Hotel Cataratas,hotel,-25.6164411,-54.5584079,,Puerto Iguazú
Cerro Pereda,peak,-25.3815924,-69.0393504,,
Cerro Daudet,peak,-50.775,-73.1025,,
Camping Las Pircas,camp_site,-28.1742092,-65.7921748,,
Cerro El Toro,peak,-29.1300549,-69.7871134,,
Camping El Portezuelo,camp_site,-28.4640384,-65.6331531,,
Hosteria,hotel,-27.8647362,-65.72696,,
Camping,picnic_site,-27.8842395,-65.7286705,,
Monumento a Eva Perón,monument,-32.9981248,-60.6203225,,
Residencial Miguelito,hotel,-27.0460385,-55.241362,,Jardín América
América,hotel,-27.037605,-55.2276494,,Jardín América
Residencial Brasilia,hotel,-27.0384095,-55.2272673,,Jardín América
Mirador Maestri,viewpoint,-49.3181982,-73.0017572,,
Mirador de las Águilas,viewpoint,-49.3503321,-72.8709879,,
Hotel Inti Huasi,hotel,-28.4687234,-65.7828458,,
Salvador Apart Hotel,hotel,-28.4593738,-65.7810995,,San Fernando del Valle de Catamarca
Residencial Tucumán,hotel,-28.473802,-65.7754535,,
Residencial Delgado,hotel,-28.469201,-65.7757263,,
Hotel Sol,hotel,-28.4752475,-65.7766226,,
Hotel Issis,hotel,-33.790097,-61.2084574,,
Hosteria La Perseverancia,hotel,-33.1363268,-66.5248954,,
Hosteria La Calera,hotel,-32.8774505,-66.8411265,,
Hotel Condado,hotel,-28.5475538,-56.0365194,,Santo Tomé
Municipal camping,camp_site,-28.5464668,-56.0296729,,
Hotel Alvear,hotel,-28.5460071,-56.04958,,Santo Tomé
Hosteria El Rodeo,hotel,-28.2238485,-65.8760904,,
Hosteria La Merced,hotel,-28.1573268,-65.6568062,,La Merced
Cabañas del Dique,hotel,-28.0689839,-65.5728178,,
Camping Martín Reta,camp_site,-38.8998413,-60.3467414,,
Hotel León,hotel,-34.5955878,-58.4123373,,Ciudad Autónoma de Buenos Aires
Hospedaje El Peregrino,hostel,-28.4694172,-65.7803728,,San Fernando del Valle de Catamarca
Salto Patricio,attraction,-25.684028,-53.8509795,,Comandante Andresito
Hotel Termas los Cardones,hotel,-27.4968832,-64.8601611,,
Hosteria ACA,hotel,-26.8505526,-65.7097966,,
Hotel Tafi,hotel,-26.8542539,-65.7107016,,Tafí del Valle
Museo Duende Tafi del Valle,museum,-26.8743701,-65.6799079,,
Los Sauces,hotel,-26.0728181,-65.977994,,Cafayate
Monumento al Che Guevara,memorial,-32.9692539,-60.6384434,,
La Horqueta,camp_site,-33.3141503,-60.7361596,,
El Calvario,wayside_cross,-28.4599709,-65.8425216,,
Hostería Schilling,hostel,-50.3395246,-72.2615045,,
Camping Charbonier,camp_site,-30.7790841,-64.5011929,,
El Cuarzo,viewpoint,-30.7914073,-64.4690324,,
Los Terrones,viewpoint,-30.7934607,-64.46868,,
Termas del Uritorco,attraction,-30.837521,-64.5051,,
Hotel Napoleon,hotel,-30.9824092,-64.0929361,,
Bungalow Cabañas,hotel,-27.5094295,-64.9252205,,
Cerro Uritorco,attraction peak,-30.8452593,-64.4770163,,
Complejo Turístico La Toma,camp_site,-30.8638606,-64.4935601,,
Zona de Acampe,camp_site,-30.888527,-64.4598372,,
Hotel Ruta40,hotel,-26.0726758,-65.9733551,,Cafayate
Hostal Cafayate,hotel,-26.0712261,-65.972956,,Cafayate
Cabañas Yamasu Huasi,hotel,-26.0718942,-65.9790167,,
Posada El Hospedaje,hotel,-26.0723867,-65.9736877,,
Hosteria ACA,hotel,-25.1230909,-66.1655039,,
Información Turística,information,-25.1196631,-66.1622162,,
Hosteria Llakta,hotel,-25.1191719,-66.1619515,,
Hostería Nevado de Cachi,hotel,-25.1196214,-66.161022,,
Cerro de los 7 Colores,attraction,-23.745922,-65.50321,,
Hotel de Turismo,hotel,-22.104236,-65.5977989,,La Quiaca
Portal del Santo,hotel,-26.0761051,-65.9741652,,
Comfort,hotel,-26.0753663,-65.9754544,,Cafayate
Asembal,hotel,-26.0711671,-65.9747313,,
Museo Arqueológico Jorge Saravia,museum,-27.2248503,-66.8351443,,
Termas de la Quebrada,attraction,-27.2133861,-66.865885,,
Pircas Negras,hotel,-29.3337864,-68.2261827,,Villa Unión
Hospedaje Mari Perez,hostel,-29.1630199,-67.4893816,,
Calendario Incaico,attraction,-29.1203388,-67.4740541,,
Entrada a Tamberias del Inca,attraction,-29.1500512,-67.5079795,,
Hospedaje Doña Gringa,hotel,-29.3133112,-68.2289747,,
Cabañas - Bodega Haras San Jose,attraction,-29.296837,-68.2315592,,
Por aqui pasó Dakar2009,attraction,-27.6922031,-67.6081198,,
Termas de Fiambalá,picnic_site,-27.7423766,-67.5506701,,Fiambalá
Refugio N° 1 Gallina Muerte,wilderness_hut,-27.7678809,-68.0118535,,
Toro,camp_site,-49.3851691,-73.0404989,,
Poincenot,camp_site,-49.2812284,-72.9609115,,
Laguna Capri,viewpoint,-49.3028536,-72.929679,,
Apart Hotel CyC,hotel,-30.6294557,-67.4744883,,
Zona de Picnic,picnic_site,-28.1837804,-65.791722,,
Yapura - Habitacion con baño para alquilar,hostel,-28.1623803,-65.7929883,,
Cuchilla del Aguila,peak,-37.6074894,-59.416255,,
El Sombrerito,peak,-37.5999159,-59.4164481,,
Residencial Doña Pocha,hostel,-27.6796655,-67.6170779,,
Zona de Espectadores - Dakar 2010,attraction,-27.6895801,-67.6120151,,
Estancia El Cencerro,guest_house,-34.3091759,-59.109461,,Capilla del Señor
Olleros 3000,guest_house,-34.5764463,-58.4472986,,Ciudad Autónoma de Buenos Aires
Bloomers B&B,guest_house,-24.7885294,-65.4055949,,Salta
Hosteria Alta Vista,hotel,-50.4669497,-72.6092271,,
Hotel Fenicia,hotel,-33.895142,-60.5653777,,
Refugio del Chacho,picnic_site,-28.1553394,-65.7949184,,
Punta Quilla,viewpoint,-50.1176735,-68.4060326,,
Museo de Física,museum,-34.9078362,-57.9431635,,La Plata
Hotel Empleados Central Nuclear Embalse,hotel,-32.207226,-64.4094889,,
Hotel y Spa Howard Johnson,hotel,-31.9931082,-64.5580254,,Villa General Belgrano
Asadores,picnic_site,-31.9841587,-64.5594688,,
Playa Palace,hotel,-36.6121979,-56.6860908,,
Terrazas al Mar,hotel,-36.6056993,-56.686615,,
Circuito Hotelero Embalse,attraction,-32.2092985,-64.424987,,
Che Salguero,hostel,-31.4251805,-64.1790169,,Córdoba
Luz y Fuerza,camp_site,-42.782981,-64.995552,,
Ecocentro,museum,-42.7822677,-64.9958574,,Puerto Madryn
Los Molles,hotel,-35.1659918,-69.9391642,,
Camping Das Neves,camp_site,-27.9558805,-55.7181668,,Apóstoles
Camping Club Apostoles,camp_site,-27.90916,-55.72635,,
Club Unión,camp_site,-27.9107147,-55.7605667,,Apóstoles
La Granja de Casiano,camp_site,-28.0719194,-55.6691945,,Azara
Camping Municipal Paso Carretas,camp_site,-28.0915142,-55.6901132,,
Camping Municipal El Persiguero,camp_site,-27.9671782,-55.4495626,,Concepción de la Sierra
Camping Balneario Bonpland,camp_site,-27.4833178,-55.4497753,,Bonpland
Camping Municipal de San Martín,camp_site,-27.465819,-55.3365896,,
Camping La Boca,camp_site,-27.3096067,-55.5856796,,San Ignacio
Campamento Educativo San Ignacio,camp_site,-27.28845,-55.53012,,
Camping Club de Río,camp_site,-27.2787757,-55.5725718,,San Ignacio
Camping Privado Osununú,camp_site,-27.27927,-55.5782901,,
Camping Municipal Curupayty,camp_site,-27.13907,-55.51821,,Corpus Christi
Camping Isla Pindo-I,camp_site,-27.1120501,-55.5557869,,
Camping Paraje Los Indios,camp_site,-27.4021166,-55.2027679,,Oberà
Camping Maksy´s,camp_site,-27.4530502,-55.1756088,,
Camping El Portal de las Sierras,camp_site,-27.3334732,-55.2361143,,Gobernador Roca
Complejo Recreativo El Chapá,camp_site,-27.3345833,-55.2359167,,Colonia Alberdi
Camping Los Cardenales,camp_site,-27.6212945,-55.3107188,,
Camping Tío Corazón,camp_site,-27.6325127,-55.29591,,
Camping Olaf,camp_site,-27.622145,-55.3084586,,
Camping Tante Paula,camp_site,-27.6357529,-55.345676,,
Camping Arroyo Mártires,camp_site,-27.5895098,-55.4287834,,
Zona de Acampe-Cerro Corá,camp_site,-27.51108,-55.60861,,
Camping Parque Provincial Profundidad,camp_site,-27.5581565,-55.7093362,,
Camping Centro Turístico Urunday Tour,camp_site,-27.55648,-55.72127,,Profundidad
